MovieID,Title,Genres,Year,imdb_id,id,production_countries,genres,original_language,original_title,title,overview,release_date,vote_average,director,writer,actors
643,Peanuts - Die Bank zahlt alles (1996),Comedy,1996,117312,287305.0,Germany,Comedy,German,Peanuts – Die Bank zahlt alles,Peanuts – Die Bank zahlt alles,,1996-03-21,4.0,Carlo Rola,,Ulrich Mühe|Iris Berben|Marita Marschall|Rufus Beck
644,Happy Weekend (1996),Comedy,1996,116485,339428.0,Germany,Comedy,German,Happy Weekend,Happy Weekend,,1996-03-14,0.0,,,Erik Goertz|Anton Rattinger|Dieter Wardetzky|Isabel Trimborn
645,Nelly & Monsieur Arnaud (1995),Drama,1995,113947,12652.0,Germany|France|Italy,Drama|Romance,French,Nelly & Monsieur Arnaud,Nelly and Monsieur Arnaud,"Nelly leaves her lazy, unemployed husband to work for retired judge Mr Arnaud, forty years her senior, after he offers to clear her bills for her. While she types his memoirs the two develop a close friendship, but Arnaud becomes jealous when Nelly begins dating his good-looking young publisher.",1996-04-12,7.1,Claude Sautet,Claude Sautet,Emmanuelle Béart|Michel Serrault|Jean-Hugues Anglade|Claire Nadeau
647,Courage Under Fire (1996),Drama|War,1996,115956,10684.0,United States of America,Drama|Thriller|Mystery|War,English,Courage Under Fire,Courage Under Fire,"A US Army officer had made a ""friendly fire"" mistake that was covered up and he was reassigned to a desk job. Later he was tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor posthumously. At first all seemed in order then he begins to notice inconsistencies between the testimonies of the witnesses....",1996-07-04,6.2,Edward Zwick,Patrick Sheane Duncan,Denzel Washington|Meg Ryan|Lou Diamond Phillips|Matt Damon
648,Mission: Impossible (1996),Action|Adventure|Mystery,1996,117060,954.0,United States of America,Adventure|Action|Thriller,English,Mission: Impossible,Mission: Impossible,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",1996-05-22,6.7,Brian De Palma,David Koepp,Tom Cruise|Jon Voight|Emmanuelle Béart|Henry Czerny
649,Cold Fever (Á köldum klaka) (1994),Comedy|Drama,1994,109028,68445.0,Iceland|Denmark|Germany|Japan|United States of America,Drama|Comedy,German,Á köldum klaka,Cold Fever,A Japanese businessman travels to Iceland and has a series of misadventures while venturing to a remote area to perform a traditional burial ritual where his parents died several years back.,1995-02-10,7.7,Friðrik Þór Friðriksson,Friðrik Þór Friðriksson,Masatoshi Nagase|Lili Taylor|Fisher Stevens|Gísli Halldórsson
650,Moll Flanders (1996),Drama,1996,117071,18989.0,United States of America,Drama|Romance,English,Moll Flanders,Moll Flanders,"The daughter of a thief, young Moll is placed in the care of a nunnery after the execution of her mother. However, the actions of an abusive priest lead Moll to rebel as a teenager, escaping to the dangerous streets of London. Further misfortunes drive her to accept a job as a prostitute from the conniving Mrs. Allworthy. It is there that Moll first meets Hibble, who is working as Allworthy's servant but takes a special interest in the young woman's well-being. With his help, she retains hope for the future, ultimately falling in love with an unconventional artist who promises the possibility of romantic happiness.",1996-06-14,6.2,Pen Densham,Pen Densham,Robin Wright|Morgan Freeman|Stockard Channing|John Lynch
651,"Superweib, Das (1996)",Comedy,1996,117788,10801.0,Germany,Comedy,German,Das Superweib,The Superwife,,1996-03-06,5.3,Sönke Wortmann,Gundula Leni Ohngemach,Veronica Ferres|Til Schweiger|Joachim Król|Liselotte Pulver
652,"301, 302 (1995)",Mystery,1995,112257,54285.0,South Korea,Horror|Mystery|Thriller,Korean,삼공일 삼공이,"301, 302","Two obsessive-compulsives, a chef and an anorexic writer, are neighbors in an apartment building. The chef (301) tries to entice her neighbor to eat with fabulous meals. The writer (302) refuses to eat, and this refusal begins a turbulent relationship that forces both women to delve into their pasts of torment.",1995-04-22,6.2,Park Chul-soo,,Pang Eun-jin|Hwang Shin-hye|Kim Choo-ryeon|Park Cheol-Ho
653,Dragonheart (1996),Action|Adventure|Fantasy,1996,116136,8840.0,United States of America,Fantasy,English,DragonHeart,DragonHeart,"In an ancient time when majestic fire-breathers soared through the skies, a knight named Bowen comes face to face and heart to heart with the last dragon on Earth, Draco. Taking up arms to suppress a tyrant king, Bowen soon realizes his task will be harder than he'd imagined: If he kills the king, Draco will die as well.",1996-05-31,6.4,Rob Cohen,Charles Edward Pogue,Dennis Quaid|David Thewlis|Pete Postlethwaite|Dina Meyer
654,Und keiner weint mir nach (1996),Drama|Romance,1996,118026,278978.0,Germany,Drama,German,Und keiner weint mir nach,Und keiner weint mir nach,,1996-02-29,0.0,Joseph Vilsmaier,,Peter Ketnath|Nina Hoss|Steffen Schroeder|Susanna Wellenbrink
655,Mutters Courage (1995),Comedy,1995,117117,124625.0,United Kingdom|Germany|Ireland|Austria,Drama,German,My Mother's Courage,My Mother's Courage,"The deportation of 4000 Jews from Budapest to Auschwitz in July 1944, as told by George Tabori, and how the narrator's mother escaped it, owing to coincidence, courage and some help from where you'd least expect it.",1995-09-12,0.0,Michael Verhoeven,,George Tabori|Pauline Collins|Ulrich Tukur|Heribert Sasse
656,Eddie (1996),Comedy,1996,116168,11107.0,United States of America,Action|Comedy,English,Eddie,Eddie,"Eddie is a New York limo driver and a fanatical follower of the New York Knicks professional basketball team. The team is struggling with a mediocre record when, in mid-season, ""Wild Bill"" Burgess, the new owner, as a public relations gimmick, stages an 'honorary coach' contest, which Eddie wins. The fans love it, so ""Wild Bill"" fires the coach and hires her. She takes the bunch of overpaid prima",1996-05-31,5.4,Steve Rash,Jon Connolly,Whoopi Goldberg|Frank Langella|Dennis Farina|Richard Jenkins
657,Yankee Zulu (1994),Comedy|Drama,1994,111787,16417.0,South Africa,Drama|Comedy,English,Yankee Zulu,Yankee Zulu,"Two South African boys, one white, Rhino, and one black, Zulu, go their separate ways after an incident. Many years later, they meet up again as adults, when one, after living for years in the United States, is now a wanted criminal. The two end up being a part of a madcap chase involving a check for a large amount of lottery money, pursued by Gen. Diehard and Rhino's ex-wife Rowena, who was the cause of the rift between the two protagonists.",1993-12-01,6.0,Gray Hofmeyr,,Leon Schuster|John Matshikiza|Wilson Dunster|Terri Treas
658,Billy's Holiday (1995),Drama,1995,112509,70934.0,unkown,,English,Billy's Holiday,Billy's Holiday,"This movie is all about a normal guy called Billy Apples. He is a social drinker and sometimes lead singer of a band. While he is doing all of this, he still manages to bring up his teenage daughter. One night while sitting at home Billy finds that he has a talent! He finds that he is able to sing like his idol, 50's singer Billie Holiday. From there he is going places, from huge live performances to even cutting a hit record, but in the end he must make a choice between the life he has, and the life he once knew. Written by Graham Wilson Jr",1995-07-26,0.0,Richard Wherrett,,Max Cullen|Kris McQuade|Tina Bursill|Drew Forsythe
659,Purple Noon (1960),Crime|Thriller,1960,54189,10363.0,France|Italy,Crime|Drama|Thriller,French,Plein soleil,Purple Noon,"Tom Ripley is a talented mimic, moocher, forger and all-around criminal improviser; but there's more to Tom Ripley than even he can guess.",1960-03-10,7.3,René Clément,Paul Gégauff,Alain Delon|Maurice Ronet|Marie Laforêt|Erno Crisa
660,August (1996),Drama,1996,115591,161070.0,United Kingdom|United States of America,Romance|Comedy|Drama,English,August,August,"Set in 1890s North Wales over a long, hot August weekend, the Victorian calm of a household is suddenly upset with the arrival of a London couple who impose their city ways and thoughts on the more rurally based family. An adaptation of Anton Chekhov's play, ""Uncle Vanya.""",1996-08-08,5.3,Anthony Hopkins,Julian Mitchell,Anthony Hopkins|Leslie Phillips|Kate Burton|Gawn Grainger
661,James and the Giant Peach (1996),Animation|Children's|Musical,1996,116683,10539.0,United States of America,Adventure|Animation|Family,English,James and the Giant Peach,James and the Giant Peach,"When the young orphan boy James spills a magic bag of crocodile tongues, he finds himself in possession of a giant peach that flies him away to strange lands.",1996-04-12,6.2,Henry Selick,Karey Kirkpatrick,Miriam Margolyes|Joanna Lumley|Pete Postlethwaite|Susan Sarandon
662,Fear (1996),Thriller,1996,116287,10543.0,United States of America,Drama|Thriller|Romance,English,Fear,Fear,A 16 year old girl takes up with a charming young man who quickly shows his colors when he beats a friend simply for walking with her and then goes totally ballistic after she tries to break up with him.,1996-04-12,6.1,James Foley,Christopher Crowe,Mark Wahlberg|Reese Witherspoon|William Petersen|Alyssa Milano
663,Kids in the Hall: Brain Candy (1996),Comedy,1996,116768,18414.0,United States of America|Canada,Comedy,English,Kids in the Hall: Brain Candy,Kids in the Hall: Brain Candy,"A pharmaceutical scientist creates a pill that makes people remember their happiest memory, and although it's successful, it has unfortunate side effects.",1996-04-02,5.9,Kelly Makin,,Dave Foley|Bruce McCulloch|Kevin McDonald|Mark McKinney
664,Faithful (1996),Comedy,1996,116269,47502.0,United States of America,Comedy|Crime|Drama,English,Faithful,Faithful,"A depressed housewife whose husband is having an affair contemplates suicide, but changes her mind when she faces death by a killer hired to do her in.",1996-04-03,4.8,Paul Mazursky,Chazz Palminteri,Cher|Chazz Palminteri|Ryan O'Neal|Paul Mazursky
665,Underground (1995),War,1995,114787,11902.0,Serbia|France|Germany|Hungary|Czech Republic,War|Drama|Comedy,Serbian,Podzemlje,Underground,"Black marketeers Marko (Miki Manojlovic) and Blacky (Lazar Ristovski) manufacture and sell weapons to the Communist resistance in WWII Belgrade, living the good life along the way. Marko's surreal duplicity propels him up the ranks of the Communist Party, and he eventually abandons Blacky and steals his girlfriend. After a lengthy stay in a below-ground shelter, the couple reemerges during the Yugoslavian Civil War of the 1990s as Marko realizes that the situation is ripe for exploitation.",1995-04-11,7.5,Emir Kusturica,Emir Kusturica,Predrag 'Miki' Manojlović|Lazar Ristovski|Mirjana Joković|Slavko Štimac
666,All Things Fair (1996),Drama,1996,113720,27098.0,Sweden|Denmark,War|Drama|Romance,Swedish,Lust och fägring stor,All Things Fair,This film is set in 1943 when the whole of Europe was embroiled in WWII. It deals with attraction of a 15 year old boy Stig to his teacher Viola. The whole movie revolves around the sexual encounters between Stig and Viola and how he eventually grows out of it.,1995-03-08,6.1,Bo Widerberg,Bo Widerberg,Johan Widerberg|Marika Lagercrantz|Tomas von Brömssen|Karin Huldt
667,Bloodsport 2 (1995),Action,1995,112536,25087.0,United States of America,Action|Thriller,English,Bloodsport II,Bloodsport II,"After thief Alex Cardo gets caught while stealing an ancient katana in East Asia, he soon finds himself imprisoned and beaten up by the crowd there. One of the guards, Demon, feels upset by Alex appearance and tortures him as often as he gets the opportunity. Alex finds a friend and mentor in the jailhouse, Master Sun, who teaches him a superior fighting style called Iron Hand. When a 'best of the best kumite' is to take place, Demon gets an invitation. Now Master Sun and Alex need to find a way to let Alex take part in the kumite too.",1996-03-01,5.2,Alan Mehrez,,Daniel Bernhardt|Pat Morita|Donald Gibb|James Hong
668,Pather Panchali (1955),Drama,1955,48473,5801.0,India,Drama,other languages,পথের পাঁচালী,Pather Panchali,"The film is a coming-of-age story of a young boy named Apu, and life in his small Indian village in the early years of the 20th century. Apu is born to a poor Brahmin family in Bengal. His father Harihar is a priest who dreams of becoming a successful poet and a playwright; he does not earn enough, but the mother Sarbajaya keeps the family going. Because of their limited resources, Sarbajaya resents having to share her home with Harihar's elderly cousin: the old and helpless cripple Indir. Apu's sister Durga is always getting into trouble for stealing guavas from the neighbour's orchards for Indir. She cares for Apu like a good older sister but loves to affectionately tease him. Together, they make do with what they have and enjoy the simple joys of life.",1955-08-26,7.9,Satyajit Ray,Satyajit Ray,Kanu Bannerjee|Karuna Bannerjee|Chunibala Devi|Uma Das Gupta
